,Unnamed: 0,id,EVENTMSGTYPE,x,y,z,game_clock,rankc
4633,205239,0021500150_147,2,4.55842,21.072589999999998,10.754610000000001,582.22,47
4634,205272,0021500150_159,1,5.70156,25.42116,10.43103,424.39,29
4635,205321,0021500150_16,2,7.51284,26.031370000000003,10.52476,543.77,46
4636,205361,0021500150_163,1,5.54584,24.67515,10.55638,398.99,29
4637,205393,0021500150_168,1,5.84745,24.3544,10.73373,319.45,30
4638,205415,0021500150_17,2,11.917019999999999,28.317870000000003,10.45352,539.17,20
4639,205469,0021500150_174,2,7.38753,24.52287,10.60502,252.87,46
4640,205522,0021500150_178,2,9.396230000000001,33.505,10.82953,187.34,47
4641,205555,0021500150_183,1,6.27111,24.91098,10.91005,139.93,29
4642,205589,0021500150_189,1,6.173719999999999,25.263560000000002,10.65165,76.77,31
4643,205620,0021500150_195,1,5.65409,26.05985,11.117980000000001,667.94,28
4644,205655,0021500150_202,2,5.6984,25.13256,10.960469999999999,586.53,32
4645,205716,0021500150_214,2,11.94919,30.337590000000002,10.83962,431.89,45
4646,205783,0021500150_222,2,15.96645,26.6744,10.40449,311.77,63
4647,205832,0021500150_230,1,6.1498800000000005,25.04607,10.75939,203.89,32
4648,205878,0021500150_245,2,8.80299,25.988129999999998,10.624889999999999,42.83,44
4649,205918,0021500150_251,2,4.71899,23.7226,10.4382,9.4,37
4650,205966,0021500150_253,2,8.66527,18.39799,11.14439,1.99,46
4651,206007,0021500150_36,1,6.33921,25.0455,10.83194,353.06,33
4652,206077,0021500150_42,2,8.32785,19.91457,10.50261,274.0,67
4653,206133,0021500150_45,2,6.99188,21.59056,10.51746,229.76,51
4654,206175,0021500150_56,1,5.47959,24.91406,10.58503,130.95,34
4655,206232,0021500150_61,2,15.966470000000001,20.93259,10.44775,83.19,48
4656,206289,0021500150_62,2,5.31015,29.785420000000002,10.47921,79.15,48
4657,206321,0021500150_66,1,6.1168,24.7518,10.76572,38.73,29
4658,206348,0021500150_67,1,13.1345,25.14467,10.66902,36.02,24
4659,206386,0021500150_68,1,5.81556,25.25333,10.62468,27.96,29
4660,206450,0021500150_70,2,6.5515,25.69677,10.5506,5.66,62
4661,206492,0021500150_8,2,5.01863,27.396290000000004,10.54933,646.93,36
4662,206528,0021500150_81,1,6.53198,25.28229,11.14557,614.36,31
4663,206594,0021500150_84,2,6.2371099999999995,28.155070000000002,10.552769999999999,575.03,63
4664,206628,0021500150_86,2,6.671539999999999,24.587979999999998,10.81985,557.51,31
4665,206665,0021500150_89,1,5.93469,24.14697,10.93261,510.37,29
4666,206750,0021500151_101,2,20.385270000000002,34.64539,10.686869999999999,268.95,82
4667,206793,0021500151_120,2,4.98999,27.555390000000003,10.50424,66.01,37
4668,206833,0021500151_142,2,8.86005,21.66524,10.49103,538.84,35
4669,206881,0021500151_148,2,6.21103,19.16991,11.92276,469.15,39
4670,206938,0021500151_15,2,7.2858600000000004,22.61241,10.6536,582.48,55
4671,206976,0021500151_150,2,8.48524,27.358520000000002,10.67832,437.42,32
4672,207028,0021500151_164,2,7.44885,24.70266,10.506789999999999,319.44,45
4673,207066,0021500151_180,2,6.04389,23.612920000000003,10.78658,128.19,33
4674,207100,0021500151_19,1,5.51369,24.88648,10.4326,544.76,31
4675,207154,0021500151_206,2,8.50039,25.81055,10.4656,526.23,49
4676,207161,0021500151_214,2,4.4202,23.92158,14.1672,427.77,5
4677,207206,0021500151_215,2,7.028289999999999,28.58372,10.668439999999999,416.51,45
4678,207237,0021500151_230,1,5.9935,25.15607,10.42992,225.46,28
4679,207264,0021500151_238,1,6.1232,24.90505,10.94085,119.43,27
